Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR374119_1	ERR374119_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2462046.0	0.0	15-100	63.0	94.06996001863394	97.46568504406498	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374119_2	ERR374119_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2462046.0	0.0	15-100	63.0	94.27291926691943	95.68652413480496	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass		warn
ERR374120_1	ERR374120_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2443459.0	0.0	15-100	63.0	93.80258893392312	97.56713085834467	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374120_2	ERR374120_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2443459.0	0.0	15-100	63.0	93.97127238055835	96.00762607434788	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR374121_1	ERR374121_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2174802.0	0.0	15-100	63.0	94.39959806304185	97.51341041621261	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374121_2	ERR374121_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2174802.0	0.0	15-100	63.0	94.57716451235477	95.78355087037808	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374122_1	ERR374122_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2795173.0	0.0	15-100	63.0	93.0039097242199	97.6096556456434	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374122_2	ERR374122_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2795173.0	0.0	15-100	63.0	93.31900325934421	95.80953522375896	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374123_1	ERR374123_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2998769.0	0.0	15-100	63.0	85.29732971863524	97.22848342103043	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374123_2	ERR374123_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2998769.0	0.0	15-100	63.0	86.21538221088781	96.03850113163101	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		fail
ERR374124_1	ERR374124_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2948393.0	0.0	15-100	63.0	93.29025296498592	97.53759827811285	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374124_2	ERR374124_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2948393.0	0.0	15-100	63.0	93.79359175539402	95.51078706264735	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374125_1	ERR374125_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2498196.0	0.0	15-100	63.0	94.11370342854234	97.56747268829187	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374125_2	ERR374125_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2498196.0	0.0	15-100	63.0	94.50470413816076	95.45014482450536	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374126_1	ERR374126_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2513238.0	0.0	15-100	63.0	93.92867513959754	97.58504128936455	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374126_2	ERR374126_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2513238.0	0.0	15-100	63.0	94.181255684416	95.73276068561752	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374127_1	ERR374127_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2346830.0	0.0	15-100	63.0	94.25295930554073	97.56583817319533	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374127_2	ERR374127_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2346830.0	0.0	15-100	63.0	94.500768018988	95.89154902570702	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374129_1	ERR374129_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2206570.0	0.0	15-100	63.0	94.43350809493685	97.61860715952814	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374129_2	ERR374129_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2206570.0	0.0	15-100	63.0	94.79320373724349	95.82531349560631	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374130_1	ERR374130_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2366858.0	0.0	15-100	63.0	94.495554930214	97.56017217762958	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374130_2	ERR374130_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2366858.0	0.0	15-100	63.0	94.73291890226533	95.63745353544657	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374131_1	ERR374131_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2141849.0	0.0	15-100	63.0	94.61952180233702	97.63584174234505	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374131_2	ERR374131_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2141849.0	0.0	15-100	63.0	94.92698534015393	95.81601037234651	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374132_1	ERR374132_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2129774.0	0.0	15-100	63.0	94.61511631249348	97.58162133634836	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374132_2	ERR374132_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2129774.0	0.0	15-100	63.0	94.89960762845902	95.78328968237945	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass		
ERR374135_1	ERR374135_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2305016.0	0.0	15-100	63.0	94.35851034036183	97.59819020779031	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR374135_2	ERR374135_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2305016.0	0.0	15-100	63.0	94.58602094194892	95.87449718353365	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374136_1	ERR374136_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2367441.0	0.0	15-100	63.0	93.87023625014233	97.61742151124358	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374136_2	ERR374136_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2367441.0	0.0	15-100	63.0	94.23006843953156	95.81310706370296	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374137_1	ERR374137_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2519753.0	0.0	15-100	63.0	93.53777599193236	97.57860314086341	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374137_2	ERR374137_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2519753.0	0.0	15-100	63.0	93.84718168297667	95.79727219294907	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374138_1	ERR374138_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2391548.0	0.0	15-100	63.0	95.45837591886588	97.69619342785509	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR374138_2	ERR374138_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2391548.0	0.0	15-100	63.0	95.72293594551624	95.79133598823859	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR374139_1	ERR374139_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2304866.0	0.0	15-100	63.0	94.05881949557653	97.65914894835535	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass		warn
ERR374139_2	ERR374139_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2304866.0	0.0	15-100	63.0	94.28424831782509	95.82605236052768	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass		warn
ERR374140_1	ERR374140_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2078507.0	0.0	15-100	63.0	94.86507699664214	97.64908273101798	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374140_2	ERR374140_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2078507.0	0.0	15-100	63.0	95.2507112255309	95.66601122825182	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374141_1	ERR374141_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1926309.0	0.0	15-100	63.0	94.97172662986964	97.6477024194976	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374141_2	ERR374141_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1926309.0	0.0	15-100	63.0	95.29665513699383	95.7409979395829	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374142_1	ERR374142_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2130910.0	0.0	15-100	64.0	86.53199776156978	97.34261512687068	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374142_2	ERR374142_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2130910.0	0.0	15-100	64.0	87.44908562557951	95.90224364238752	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374143_1	ERR374143_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2132373.0	0.0	15-100	63.0	95.05782535043548	97.63043051098471	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374143_2	ERR374143_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2132373.0	0.0	15-100	63.0	95.30913746199674	95.90631470197756	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374145_1	ERR374145_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2164247.0	0.0	15-100	63.0	94.71898781755546	97.65309966930762	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374145_2	ERR374145_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2164247.0	0.0	15-100	63.0	95.01571934676171	95.6805725039702	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374146_1	ERR374146_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2393403.0	0.0	15-100	63.0	94.19666740208147	97.59483547066667	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374146_2	ERR374146_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2393403.0	0.0	15-100	63.0	94.4452223005608	95.82985314215784	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374147_1	ERR374147_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2227596.0	0.0	15-100	63.0	94.01539065299185	97.4951328696945	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374147_2	ERR374147_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2227596.0	0.0	15-100	64.0	94.25820808263003	95.91316199167174	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374148_1	ERR374148_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2189370.0	0.0	15-100	63.0	94.03596845058738	97.61942659303818	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374148_2	ERR374148_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2189370.0	0.0	15-100	63.0	94.3866116788869	95.89528311797457	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374149_1	ERR374149_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2147655.0	0.0	15-100	63.0	95.34690136476712	97.68201037876196	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374149_2	ERR374149_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2147655.0	0.0	15-100	63.0	95.62234558550952	95.98536450221287	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374150_1	ERR374150_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2247144.0	0.0	15-100	63.0	94.14847042238567	97.55097670643269	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374150_2	ERR374150_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2247144.0	0.0	15-100	63.0	94.50447269813499	95.79101294799088	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374151_1	ERR374151_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2171188.0	0.0	15-100	63.0	89.14947507902536	97.43790312031938	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374151_2	ERR374151_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2171188.0	0.0	15-100	64.0	89.88358746256898	95.92812598448407	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374153_1	ERR374153_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2373086.0	0.0	15-100	63.0	93.77209485578287	97.5408822099157	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374153_2	ERR374153_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2373086.0	0.0	15-100	63.0	94.09712819169594	95.79240027542195	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374154_1	ERR374154_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2584045.0	0.0	15-100	63.0	93.23558058855404	97.63825862165713	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374154_2	ERR374154_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2584045.0	0.0	15-100	63.0	93.62506768777993	95.78015166144553	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374155_1	ERR374155_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2482165.0	0.0	15-100	63.0	93.75567215578839	97.56842192199149	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374155_2	ERR374155_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2482165.0	0.0	15-100	63.0	93.98917175443319	95.9463105796754	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374156_1	ERR374156_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2532383.0	0.0	15-100	63.0	93.79357803796505	97.64574473924363	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374156_2	ERR374156_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2532383.0	0.0	15-100	63.0	94.22137209350575	95.66953418973354	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374157_1	ERR374157_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2340723.0	0.0	15-100	63.0	94.17718195814349	97.6305363770083	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374157_2	ERR374157_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2340723.0	0.0	15-100	63.0	94.46669711016538	95.83618907491403	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374158_1	ERR374158_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2355350.0	0.0	15-100	63.0	94.26306322669917	97.60381174772327	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR374158_2	ERR374158_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2355350.0	0.0	15-100	63.0	94.39949329189916	95.75470482093957	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR374166_1	ERR374166_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2223135.0	0.0	15-100	63.0	94.09350890438213	97.55607824086256	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374166_2	ERR374166_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2223135.0	0.0	15-100	64.0	94.33752702083139	95.8804166188738	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374177_1	ERR374177_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2170750.0	0.0	15-100	63.0	93.13402569080277	97.52179845675458	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374177_2	ERR374177_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2170750.0	0.0	15-100	63.0	93.48755918989437	95.8847707013705	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374184_1	ERR374184_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2174000.0	0.0	15-100	63.0	91.46565997217174	97.49489328426863	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374184_2	ERR374184_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2174000.0	0.0	15-100	64.0	92.15838161610779	95.87303127874885	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374185_1	ERR374185_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2204582.0	0.0	15-100	63.0	94.43845422732379	97.61200989575347	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374185_2	ERR374185_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2204582.0	0.0	15-100	63.0	94.72606699787994	96.09565804311202	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374186_1	ERR374186_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2603551.0	0.0	15-100	61.0	93.5506957994569	97.6109797733941	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass		warn
ERR374186_2	ERR374186_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2603551.0	0.0	15-100	61.0	93.88521731012365	96.24011129415172	pass	warn	pass	pass	fail	pass	warn	pass	pass	pass		warn
ERR374187_1	ERR374187_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2464660.0	0.0	15-100	63.0	93.11828787091292	97.5755998799023	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR374187_2	ERR374187_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2464660.0	0.0	15-100	63.0	93.41027301251302	96.03412884535798	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374188_1	ERR374188_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2399654.0	0.0	15-100	63.0	92.67742643101683	97.51258056369794	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374188_2	ERR374188_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2399654.0	0.0	15-100	63.0	93.27069627695317	95.83514540012852	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR374189_1	ERR374189_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2161560.0	0.0	15-100	63.0	94.68614146524523	97.62909380262403	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374189_2	ERR374189_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2161560.0	0.0	15-100	63.0	94.88465422028364	95.884594459557	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass		
ERR374190_1	ERR374190_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2158784.0	0.0	15-100	63.0	94.50706193789416	97.66580537932465	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374190_2	ERR374190_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2158784.0	0.0	15-100	63.0	94.7414792079002	96.0175200483235	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374191_1	ERR374191_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1923465.0	0.0	15-100	63.0	94.56856109801225	97.57466655228974	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374191_2	ERR374191_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1923465.0	0.0	15-100	63.0	94.82730536024252	95.98274884128382	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374192_1	ERR374192_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1939272.0	0.0	15-100	63.0	95.06399410859859	97.62608442755838	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374192_2	ERR374192_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1939272.0	0.0	15-100	63.0	95.37809018234124	95.82347705736998	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374194_1	ERR374194_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2513271.0	0.0	15-100	63.0	91.91677693612787	97.47156912247029	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374194_2	ERR374194_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2513271.0	0.0	15-100	63.0	92.54639847067384	95.94774936725884	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR374195_1	ERR374195_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2529378.0	0.0	15-100	63.0	93.35264022510145	97.63127772914922	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374195_2	ERR374195_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2529378.0	0.0	15-100	63.0	93.73580986797126	95.84478792809932	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR374196_1	ERR374196_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2251973.0	0.0	15-100	63.0	94.34727673100186	97.61002907228462	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374196_2	ERR374196_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2251973.0	0.0	15-100	63.0	94.53873412710301	95.9562898844702	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass		
ERR374197_1	ERR374197_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2333228.0	0.0	15-100	64.0	87.19871182168811	97.35978824186921	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374197_2	ERR374197_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2333228.0	0.0	15-100	64.0	88.14227473850762	95.93750289298774	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374198_1	ERR374198_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2210055.0	0.0	15-100	63.0	93.8801987625523	97.6083925513166	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374198_2	ERR374198_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2210055.0	0.0	15-100	63.0	94.22381668215979	96.00912103997412	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374199_1	ERR374199_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2101471.0	0.0	15-100	63.0	94.72382637309245	97.52210998866984	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374199_2	ERR374199_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2101471.0	0.0	15-100	63.0	94.98916564613148	95.87606205367574	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374200_1	ERR374200_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2118615.0	0.0	15-100	63.0	94.30528423790983	97.61133476351296	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374200_2	ERR374200_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2118615.0	0.0	15-100	63.0	94.55775127842547	96.04166212360434	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374201_1	ERR374201_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2066077.0	0.0	15-100	63.0	94.96713459073027	97.55349776412012	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374201_2	ERR374201_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2066077.0	0.0	15-100	64.0	95.19046227658482	95.95019837111589	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374202_1	ERR374202_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2132678.0	0.0	15-100	63.0	94.72527755689102	97.59375676965767	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374202_2	ERR374202_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2132678.0	0.0	15-100	63.0	94.98935300880326	95.97574223581806	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374203_1	ERR374203_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2182415.0	0.0	15-100	63.0	94.77441074443827	97.60588980555944	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374203_2	ERR374203_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2182415.0	0.0	15-100	63.0	95.58699568677491	92.7294808732528	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374204_1	ERR374204_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2273582.0	0.0	15-100	63.0	94.2475601581269	97.57051823950049	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR374204_2	ERR374204_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2273582.0	0.0	15-100	63.0	94.58928484873658	95.64698260278274	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass		
ERR374205_1	ERR374205_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2240516.0	0.0	15-100	63.0	93.96233615817418	97.61563407715009	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR374205_2	ERR374205_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2240516.0	0.0	15-100	64.0	94.33099098942876	95.83185748282985	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459758_1	ERR459758_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1991484.0	0.0	15-100	63.0	94.45063325956713	93.3339871171448	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459758_2	ERR459758_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1991484.0	0.0	15-100	63.0	94.5425243663524	91.24533162204668	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459759_1	ERR459759_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2080029.0	0.0	15-100	63.0	95.68325909042169	93.22004548975039	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459759_2	ERR459759_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2080029.0	0.0	15-100	63.0	95.76793912930118	90.89335677531419	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459760_1	ERR459760_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255401.0	0.0	15-100	63.0	94.05476024173635	93.35099611998044	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459760_2	ERR459760_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255401.0	0.0	15-100	63.0	94.28703675538678	91.07892210742125	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
