Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR1045598_2	ERR1045598_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2113557.0	0.0	15-125	64.0	95.14360574340253	113.06683898281428	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045599_1	ERR1045599_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1908528.0	0.0	15-125	64.0	95.35591376070194	115.94935625780707	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045599_2	ERR1045599_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1908528.0	0.0	15-125	64.0	95.66798954618605	112.44885377631347	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045600_1	ERR1045600_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1960792.0	0.0	15-125	64.0	95.2875894526732	115.0786008918845	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045600_2	ERR1045600_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1960792.0	0.0	15-125	64.0	95.66026770225939	112.59465919893594	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045601_1	ERR1045601_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1887497.0	0.0	15-125	64.0	95.37742520589988	115.38021517385194	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045601_2	ERR1045601_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1887497.0	0.0	15-125	64.0	95.64331742458594	112.40609389048035	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045602_1	ERR1045602_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2216700.0	0.0	15-125	64.0	94.85211149116843	117.10431497270717	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045602_2	ERR1045602_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2216700.0	0.0	15-125	64.0	95.17854790973176	113.15155817205756	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045603_1	ERR1045603_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2038725.0	0.0	15-125	64.0	94.92970527519917	116.20053955290685	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045603_2	ERR1045603_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2038725.0	0.0	15-125	64.0	95.18787778117343	114.1560190805528	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045604_1	ERR1045604_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1986938.0	0.0	15-125	64.0	95.17861952760762	116.77497586738993	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045604_2	ERR1045604_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1986938.0	0.0	15-125	64.0	95.42367965104242	114.3322932069345	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045605_1	ERR1045605_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2070942.0	0.0	15-125	64.0	95.02208445717417	115.98742263182648	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045605_2	ERR1045605_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2070942.0	0.0	15-125	64.0	95.25594480397666	112.8062171707368	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045606_1	ERR1045606_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2110815.0	0.0	15-125	64.0	94.82846096411178	115.81810911898958	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045606_2	ERR1045606_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2110815.0	0.0	15-125	64.0	95.08121489350009	113.47001655758558	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045607_1	ERR1045607_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2187687.0	0.0	15-125	64.0	94.76556450160817	116.26753827215686	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045607_2	ERR1045607_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2187687.0	0.0	15-125	64.0	95.13932066396814	112.74931103032564	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045609_1	ERR1045609_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2366652.0	0.0	15-125	64.0	94.26987088645332	116.15942774856633	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045609_2	ERR1045609_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2366652.0	0.0	15-125	64.0	94.48247977091782	113.71020834495313	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045610_1	ERR1045610_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2379417.0	0.0	15-125	64.0	94.23024994942367	116.87973986905196	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045610_2	ERR1045610_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2379417.0	0.0	15-125	64.0	94.5873864257653	113.17327311690217	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045611_1	ERR1045611_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2266297.0	0.0	15-125	64.0	94.59181460940911	116.1187540732746	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045611_2	ERR1045611_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2266297.0	0.0	15-125	64.0	94.87636639742429	113.71900946786762	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045612_1	ERR1045612_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1894475.0	0.0	15-125	64.0	95.29306351051356	116.861721057285	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045612_2	ERR1045612_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1894475.0	0.0	15-125	64.0	95.6317630806895	113.4921748769448	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045613_1	ERR1045613_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2144141.0	0.0	15-125	64.0	94.72627280236414	116.93806190917482	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045613_2	ERR1045613_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2144141.0	0.0	15-125	64.0	94.97127621069762	114.35195213374493	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045615_1	ERR1045615_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2314258.0	0.0	15-125	64.0	94.33752403458003	115.80841029824678	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045615_2	ERR1045615_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2314258.0	0.0	15-125	64.0	94.56135079592494	112.86690766543748	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045616_1	ERR1045616_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2211565.0	0.0	15-125	64.0	94.84453456838473	115.63802058723121	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045616_2	ERR1045616_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2211565.0	0.0	15-125	64.0	95.17949304741443	112.62401828569361	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045617_1	ERR1045617_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2495058.0	0.0	15-125	64.0	93.94988186371927	116.43413660123332	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045617_2	ERR1045617_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2495058.0	0.0	15-125	64.0	94.45465239387343	112.58867849965813	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045618_1	ERR1045618_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2345831.0	0.0	15-125	64.0	94.35688608485694	116.39608820925292	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045618_2	ERR1045618_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2345831.0	0.0	15-125	64.0	94.65392508012354	112.75516565345075	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045619_1	ERR1045619_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2338638.0	0.0	15-125	64.0	94.50268314077404	117.11843987825392	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045619_2	ERR1045619_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2338638.0	0.0	15-125	64.0	94.81927727296748	113.47195205072354	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045620_1	ERR1045620_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2177911.0	0.0	15-125	63.0	94.72353615728576	116.59717683596804	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045620_2	ERR1045620_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2177911.0	0.0	15-125	64.0	95.04367017103522	113.35397819286463	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045621_1	ERR1045621_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2265308.0	0.0	15-125	64.0	94.87925097762252	116.17741825835604	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045621_2	ERR1045621_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2265308.0	0.0	15-125	64.0	95.13832341228816	113.21415719186972	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045622_1	ERR1045622_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2443135.0	0.0	15-125	64.0	94.29304908304987	117.00320162414275	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045622_2	ERR1045622_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2443135.0	0.0	15-125	64.0	94.74138870535643	112.79262873316456	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045623_1	ERR1045623_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2018571.0	0.0	15-125	64.0	95.26030091686948	110.78526789496134	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045623_2	ERR1045623_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2018571.0	0.0	15-125	64.0	95.53247639335038	111.82588920577973	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045624_1	ERR1045624_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2246170.0	0.0	15-125	64.0	94.58134993261814	116.2795082295641	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045624_2	ERR1045624_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2246170.0	0.0	15-125	64.0	94.75200808495362	113.4586300235512	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045625_1	ERR1045625_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2143135.0	0.0	15-125	64.0	94.74877024490671	116.51319072293626	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045625_2	ERR1045625_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2143135.0	0.0	15-125	64.0	94.90684414148426	114.19155769468559	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045626_1	ERR1045626_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2359096.0	0.0	15-125	64.0	94.47109473874438	116.0059785612794	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045626_2	ERR1045626_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2359096.0	0.0	15-125	64.0	94.77638016050888	113.41195101852574	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045627_1	ERR1045627_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2373210.0	0.0	15-125	64.0	94.41281085508497	116.0897316293122	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045627_2	ERR1045627_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2373210.0	0.0	15-125	64.0	94.51864932711908	114.01583930625608	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045628_1	ERR1045628_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2272183.0	0.0	15-125	64.0	94.47032118073444	115.93172953058799	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045628_2	ERR1045628_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2272183.0	0.0	15-125	64.0	94.62197163237833	113.77428446564383	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045629_1	ERR1045629_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1740562.0	0.0	15-125	64.0	95.5283572874113	116.14292050498632	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045629_2	ERR1045629_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1740562.0	0.0	15-125	64.0	95.79942027002411	113.40107505506842	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045630_1	ERR1045630_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1730354.0	0.0	15-125	64.0	95.70376465619884	116.5160019279292	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045630_2	ERR1045630_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1730354.0	0.0	15-125	64.0	96.08377946981037	113.49463231223206	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045631_1	ERR1045631_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1802784.0	0.0	15-125	64.0	95.81914882384068	115.68313452970517	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045631_2	ERR1045631_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1802784.0	0.0	15-125	64.0	95.98330411197905	113.05112315174752	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045632_1	ERR1045632_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1829913.0	0.0	15-125	64.0	95.53849245754307	116.52622665667712	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045632_2	ERR1045632_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1829913.0	0.0	15-125	64.0	95.69855425647738	113.95245894203714	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045633_1	ERR1045633_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2018198.0	0.0	15-125	64.0	95.18102561154319	117.72487882754814	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045633_2	ERR1045633_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2018198.0	0.0	15-125	64.0	95.42869883421025	113.88124951070212	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045634_1	ERR1045634_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1993414.0	0.0	15-125	64.0	95.17053655634415	116.80984582229281	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045634_2	ERR1045634_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1993414.0	0.0	15-125	64.0	95.55372541444764	113.07835652804685	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045635_1	ERR1045635_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2541245.0	0.0	15-125	64.0	93.71847259249276	116.39270239587289	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045635_2	ERR1045635_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2541245.0	0.0	15-125	64.0	94.00885609603135	113.27402473984209	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045636_1	ERR1045636_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2138858.0	0.0	15-125	64.0	94.86066923694226	116.72311065063693	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045636_2	ERR1045636_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2138858.0	0.0	15-125	64.0	95.0601236611734	114.25043036985157	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045637_1	ERR1045637_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044487.0	0.0	15-125	64.0	95.1304072200866	116.51316785090832	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045637_2	ERR1045637_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044487.0	0.0	15-125	64.0	95.46852089055079	112.39694211799831	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045638_1	ERR1045638_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2214040.0	0.0	15-125	64.0	94.82292844338997	116.56308783942477	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045638_2	ERR1045638_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2214040.0	0.0	15-125	64.0	95.05117145812957	113.37697783237881	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045639_1	ERR1045639_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2238680.0	0.0	15-125	64.0	94.58269557836255	116.08933523326246	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045639_2	ERR1045639_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2238680.0	0.0	15-125	64.0	95.03758757169821	112.87081360444547	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045640_1	ERR1045640_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2175276.0	0.0	15-125	64.0	94.88196648713037	116.36621973487502	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045640_2	ERR1045640_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2175276.0	0.0	15-125	64.0	95.09244666830361	113.44037308369145	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045641_1	ERR1045641_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2164549.0	0.0	15-125	64.0	94.6552390013779	117.33818084044297	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045641_2	ERR1045641_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2164549.0	0.0	15-125	64.0	95.01723491710796	113.50886027528136	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045642_1	ERR1045642_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2260882.0	0.0	15-125	64.0	94.85819273818434	116.03310522176743	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045642_2	ERR1045642_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2260882.0	0.0	15-125	64.0	94.96977207176232	113.47606332395941	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045643_1	ERR1045643_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2126070.0	0.0	15-125	64.0	94.8791288759366	116.54611607331837	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045643_2	ERR1045643_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2126070.0	0.0	15-125	64.0	95.16704945651058	113.8376779692108	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045644_1	ERR1045644_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1815031.0	0.0	15-125	64.0	95.65374372224433	115.80750686902869	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045644_2	ERR1045644_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1815031.0	0.0	15-125	64.0	95.93205780952488	112.95346525761819	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045645_1	ERR1045645_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2125272.0	0.0	15-125	64.0	94.8033976683997	116.35274778945941	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045645_2	ERR1045645_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2125272.0	0.0	15-125	64.0	95.12995088336719	113.8634890028194	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045646_1	ERR1045646_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2160250.0	0.0	15-125	64.0	94.68403565461585	116.64839949079968	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045646_2	ERR1045646_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2160250.0	0.0	15-125	64.0	95.15465141024038	113.46593959032519	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045647_1	ERR1045647_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2278600.0	0.0	15-125	64.0	94.65805106898824	116.5767945229527	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045647_2	ERR1045647_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2278600.0	0.0	15-125	64.0	95.01454449213907	113.73266391643992	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045648_1	ERR1045648_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2286626.0	0.0	15-125	64.0	94.56507396191618	116.87967337028442	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045648_2	ERR1045648_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2286626.0	0.0	15-125	64.0	94.72111780212254	113.83373538129979	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045649_1	ERR1045649_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2133684.0	0.0	15-125	64.0	94.94268724620103	116.51746462925156	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045649_2	ERR1045649_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2133684.0	0.0	15-125	64.0	95.2753434361171	113.46465268521487	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045650_1	ERR1045650_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2181973.0	0.0	15-125	64.0	94.84655203523484	116.45718943359978	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045650_2	ERR1045650_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2181973.0	0.0	15-125	64.0	95.12442598292483	113.65313548792767	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR1045651_1	ERR1045651_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2313899.0	0.0	15-125	64.0	94.55562219877145	117.23139817252179	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
